estado,fase,visitas,d_pi,H_pi_nats,H_pi_norm,action_gap,ventaja_media
c=B dc=+ h=M dh=0 L=A dL=0 preo=B,prop_lenta,53,0.000000,0.0003,0.0001,12.53218,15.09012
c=A dc=- h=M dh=+ L=A dL=- preo=M,emergencia,52,0.000000,2.2725,0.5171,4.79508,4.86450
c=B dc=- h=M dh=+ L=B dL=- preo=A,calma,52,0.000027,3.8784,0.8826,1.33315,3.10170
c=A dc=- h=M dh=+ L=B dL=- preo=B,emergencia,52,0.000000,4.3811,0.9970,0.44048,0.50924
c=M dc=+ h=B dh=0 L=B dL=+ preo=M,prop_rapida,52,0.000000,0.0113,0.0026,7.25636,11.94725
c=M dc=- h=B dh=0 L=M dL=0 preo=M,calma,52,0.000000,0.0006,0.0001,10.20437,15.39428
c=A dc=0 h=M dh=0 L=M dL=- preo=M,emergencia,52,0.000000,0.6096,0.1387,3.82495,6.91584
c=M dc=+ h=B dh=- L=A dL=0 preo=B,prop_rapida,52,0.000000,0.0024,0.0006,8.56247,14.27498
c=M dc=- h=B dh=+ L=M dL=0 preo=M,calma,51,0.000027,0.0210,0.0048,6.52131,11.71223
c=A dc=0 h=A dh=+ L=B dL=+ preo=B,emergencia,51,0.000000,4.3661,0.9935,0.03722,0.27119
c=M dc=- h=M dh=+ L=M dL=- preo=A,calma,51,0.000000,4.2362,0.9640,0.88888,2.20307
c=M dc=0 h=A dh=- L=M dL=- preo=M,emergencia,51,0.000000,0.6062,0.1379,6.87118,6.78635
c=A dc=- h=M dh=+ L=M dL=0 preo=A,emergencia,51,0.000000,4.3625,0.9927,0.00000,0.20286
c=M dc=0 h=B dh=0 L=B dL=0 preo=B,calma,51,0.000137,0.0033,0.0008,8.83217,15.81494
c=M dc=+ h=B dh=- L=A dL=+ preo=M,prop_rapida,51,0.000000,0.0194,0.0044,6.27909,11.86385
c=A dc=0 h=A dh=+ L=A dL=+ preo=B,emergencia,50,0.000000,4.3824,0.9973,0.57271,0.62104
c=B dc=+ h=B dh=+ L=M dL=0 preo=A,prop_lenta,50,0.000000,0.5453,0.1241,3.78389,7.08735
c=M dc=- h=M dh=0 L=A dL=- preo=M,calma,50,0.000000,0.0067,0.0015,7.27588,13.76562
c=M dc=0 h=M dh=+ L=B dL=0 preo=M,calma,50,0.000000,0.0596,0.0136,4.94680,10.90958
c=A dc=- h=M dh=+ L=B dL=+ preo=B,emergencia,49,0.000000,0.0409,0.0093,9.96170,9.84804
c=M dc=0 h=A dh=0 L=M dL=0 preo=A,emergencia,49,0.000000,3.8495,0.8760,1.55545,3.20248
c=M dc=- h=A dh=0 L=M dL=- preo=M,emergencia,49,0.000000,0.5157,0.1173,7.06670,6.98397
c=M dc=+ h=A dh=0 L=A dL=+ preo=M,emergencia,49,0.000000,0.1888,0.0430,7.41549,8.15787
c=M dc=+ h=B dh=0 L=B dL=+ preo=A,prop_rapida,49,0.000000,0.1792,0.0408,5.81678,8.30236
c=A dc=0 h=B dh=- L=B dL=+ preo=M,emergencia,48,0.000000,0.0098,0.0022,9.61748,11.44097
c=A dc=+ h=A dh=+ L=B dL=0 preo=M,emergencia,48,0.000000,4.3532,0.9906,1.05044,1.19126
c=B dc=- h=M dh=+ L=M dL=- preo=A,calma,48,0.000000,0.0468,0.0106,8.27242,9.72305
c=A dc=+ h=A dh=+ L=M dL=0 preo=A,emergencia,48,0.000000,4.3521,0.9904,0.00000,0.30805
c=M dc=0 h=M dh=- L=M dL=+ preo=A,calma,48,0.000000,0.5733,0.1305,3.36210,7.09723
c=B dc=+ h=A dh=+ L=M dL=+ preo=M,emergencia,47,0.000000,0.0673,0.0153,5.44315,9.80674
c=B dc=+ h=B dh=0 L=B dL=0 preo=M,prop_lenta,47,0.000000,0.0032,0.0007,8.30778,13.82313
c=B dc=+ h=B dh=0 L=B dL=+ preo=M,prop_lenta,47,0.000000,0.0005,0.0001,14.80382,14.62106
c=B dc=+ h=A dh=0 L=B dL=0 preo=A,emergencia,47,0.000000,3.7227,0.8471,3.40440,3.43103
c=M dc=0 h=M dh=0 L=M dL=0 preo=M,calma,47,0.000000,0.0141,0.0032,7.66845,11.30671
c=A dc=- h=M dh=0 L=M dL=+ preo=M,emergencia,47,0.000000,0.0551,0.0125,7.56701,9.57245
c=A dc=+ h=A dh=0 L=M dL=0 preo=A,emergencia,47,0.000000,4.3586,0.9919,0.04302,0.31614
c=M dc=0 h=M dh=0 L=A dL=0 preo=B,calma,47,0.000000,0.0127,0.0029,6.50488,13.28253
c=M dc=+ h=B dh=+ L=B dL=+ preo=M,prop_rapida,47,0.000027,0.0038,0.0009,12.56707,12.41535
c=M dc=0 h=A dh=- L=A dL=- preo=B,emergencia,47,0.000000,0.0510,0.0116,5.97844,10.01594
c=A dc=0 h=A dh=+ L=M dL=- preo=M,emergencia,47,0.000000,3.6254,0.8250,3.47563,3.56454
c=M dc=- h=A dh=- L=M dL=- preo=M,emergencia,47,0.000000,0.4112,0.0936,6.39935,7.26212
c=B dc=- h=B dh=0 L=B dL=- preo=A,calma,46,0.000000,0.0552,0.0126,6.52730,9.82171
c=M dc=0 h=B dh=0 L=B dL=+ preo=A,calma,46,0.000000,0.5710,0.1299,1.58751,8.45770
c=B dc=+ h=A dh=+ L=B dL=0 preo=A,emergencia,46,0.000000,1.2667,0.2882,5.86072,5.82052
c=A dc=0 h=A dh=0 L=B dL=0 preo=M,emergencia,45,0.000000,4.3745,0.9955,0.00000,0.12717
c=M dc=+ h=B dh=0 L=B dL=0 preo=A,prop_rapida,45,0.000000,0.1953,0.0444,4.12604,8.71643
c=A dc=- h=M dh=0 L=M dL=- preo=M,emergencia,45,0.000000,0.0169,0.0039,7.43689,11.84892
c=M dc=+ h=A dh=- L=M dL=+ preo=M,emergencia,45,0.000000,0.0870,0.0198,8.06533,9.02939
c=A dc=0 h=A dh=+ L=A dL=- preo=A,emergencia,45,0.000000,4.3781,0.9963,0.46750,0.53320
c=A dc=0 h=A dh=+ L=B dL=0 preo=B,emergencia,44,0.000000,4.3581,0.9917,0.37066,0.60039
c=A dc=+ h=B dh=+ L=B dL=+ preo=M,emergencia,44,0.000027,0.3751,0.0854,2.95354,8.06717
c=A dc=0 h=B dh=+ L=M dL=- preo=M,emergencia,44,0.000000,0.0323,0.0074,6.97803,10.32783
c=M dc=- h=M dh=+ L=B dL=- preo=A,calma,44,0.000000,2.8954,0.6589,3.33310,4.32184
c=M dc=+ h=A dh=0 L=M dL=+ preo=B,emergencia,43,0.000000,0.5103,0.1161,2.58516,7.62096
c=M dc=0 h=B dh=+ L=M dL=0 preo=M,calma,43,0.000000,0.0033,0.0008,12.70804,12.55115
c=A dc=- h=M dh=+ L=B dL=- preo=M,emergencia,42,0.000000,0.4478,0.1019,7.22796,7.15435
c=B dc=0 h=M dh=0 L=M dL=- preo=A,calma,42,0.000000,0.0487,0.0111,8.13177,9.68249
c=B dc=- h=M dh=0 L=M dL=+ preo=A,calma,42,0.000027,0.0372,0.0085,7.75976,10.02260
c=M dc=+ h=A dh=+ L=M dL=0 preo=M,emergencia,42,0.000000,0.1015,0.0231,8.94972,8.84888
c=M dc=0 h=A dh=0 L=B dL=+ preo=A,emergencia,42,0.000000,3.4199,0.7782,3.76407,3.80611
c=M dc=- h=A dh=- L=M dL=- preo=B,emergencia,42,0.000000,0.0848,0.0193,9.15953,9.04645
c=A dc=+ h=A dh=- L=M dL=- preo=B,emergencia,42,0.000000,0.1090,0.0248,8.62370,8.77275
c=A dc=0 h=B dh=+ L=M dL=+ preo=A,emergencia,41,0.000000,2.2746,0.5176,4.87568,4.86259
c=M dc=0 h=B dh=- L=B dL=+ preo=A,calma,41,0.000000,0.4274,0.0973,2.89004,7.81662
c=A dc=0 h=B dh=+ L=M dL=- preo=A,emergencia,41,0.000000,2.5262,0.5749,4.63817,4.64699
c=B dc=0 h=A dh=0 L=A dL=0 preo=M,emergencia,41,0.000000,0.0957,0.0218,4.61804,10.64582
c=M dc=+ h=A dh=- L=A dL=+ preo=B,emergencia,41,0.000000,0.0124,0.0028,11.28049,11.14122
c=A dc=0 h=A dh=0 L=M dL=0 preo=M,emergencia,41,0.000000,4.3784,0.9963,0.00000,0.10580
c=M dc=0 h=M dh=0 L=B dL=0 preo=B,calma,41,0.000000,0.0195,0.0044,6.38122,12.66875
c=M dc=0 h=M dh=- L=A dL=0 preo=B,calma,41,0.000000,0.0003,0.0001,15.35998,15.17035
c=M dc=0 h=A dh=+ L=A dL=0 preo=B,emergencia,40,0.000000,0.1046,0.0238,8.92451,8.81433
c=B dc=0 h=A dh=+ L=A dL=- preo=B,emergencia,40,0.000000,0.0033,0.0008,12.70143,12.54462
c=A dc=+ h=M dh=+ L=A dL=+ preo=M,emergencia,40,0.000000,0.0476,0.0108,8.17564,9.70846
c=A dc=+ h=M dh=0 L=M dL=- preo=M,emergencia,40,0.000000,0.0730,0.0166,6.50948,9.34356
c=M dc=+ h=A dh=0 L=M dL=0 preo=A,emergencia,40,0.000000,2.8296,0.6439,4.38906,4.38031
c=M dc=0 h=M dh=- L=A dL=- preo=M,calma,40,0.000000,0.0327,0.0074,10.21603,10.08991
c=B dc=0 h=A dh=+ L=A dL=0 preo=B,emergencia,40,0.000000,0.0071,0.0016,11.87797,11.73133
c=M dc=0 h=B dh=0 L=M dL=- preo=A,calma,40,0.000000,0.7625,0.1735,1.52625,7.30360
c=A dc=0 h=M dh=- L=M dL=- preo=M,emergencia,40,0.000000,0.0608,0.0138,6.27858,9.63128
c=A dc=0 h=A dh=- L=M dL=- preo=B,emergencia,40,0.000000,2.2060,0.5020,4.95524,4.91987
c=M dc=+ h=M dh=- L=M dL=+ preo=A,prop_rapida,40,0.000000,0.5099,0.1160,7.03025,6.99902
c=B dc=0 h=M dh=- L=A dL=0 preo=A,calma,39,0.000000,0.0502,0.0114,5.63503,10.23728
c=M dc=0 h=A dh=+ L=M dL=0 preo=A,emergencia,39,0.000000,4.2685,0.9713,2.01741,2.11032
c=B dc=+ h=B dh=+ L=A dL=+ preo=A,prop_lenta,39,0.000027,0.1959,0.0446,4.28108,8.53697
c=A dc=0 h=M dh=+ L=M dL=+ preo=A,emergencia,39,0.000000,4.3606,0.9923,1.14665,1.24355
c=M dc=+ h=A dh=0 L=B dL=0 preo=A,emergencia,39,0.000000,4.2658,0.9707,2.04464,2.13378
c=M dc=0 h=B dh=0 L=M dL=0 preo=M,calma,38,0.000000,0.0687,0.0156,5.47649,9.75159
c=M dc=0 h=A dh=+ L=A dL=- preo=M,emergencia,38,0.000000,2.5397,0.5779,0.24989,4.41897
c=A dc=0 h=M dh=0 L=M dL=0 preo=A,emergencia,38,0.000000,4.3841,0.9976,0.00000,0.07288
c=A dc=- h=B dh=- L=A dL=- preo=M,emergencia,37,0.000000,0.1427,0.0325,5.98837,8.56202
c=A dc=+ h=M dh=+ L=B dL=0 preo=A,emergencia,37,0.000000,4.1065,0.9345,2.62762,2.71050
c=M dc=0 h=M dh=- L=B dL=- preo=A,calma,37,0.000000,0.0613,0.0139,9.49049,9.40855
c=M dc=0 h=M dh=+ L=B dL=+ preo=M,calma,37,0.000000,0.0065,0.0015,7.78586,12.63569
c=B dc=- h=A dh=0 L=B dL=- preo=B,emergencia,37,0.000000,0.0027,0.0006,9.98222,12.94255
c=B dc=+ h=A dh=0 L=A dL=0 preo=A,emergencia,36,0.000000,3.6431,0.8290,3.57310,3.53744
c=A dc=+ h=M dh=0 L=M dL=- preo=B,emergencia,36,0.000000,0.0021,0.0005,13.22632,13.06304
c=M dc=0 h=M dh=- L=B dL=0 preo=B,calma,36,0.000000,0.0062,0.0014,7.82878,13.50741
c=A dc=0 h=A dh=- L=A dL=+ preo=A,emergencia,36,0.000000,4.3738,0.9953,0.46032,0.59440
c=M dc=0 h=A dh=- L=B dL=- preo=B,emergencia,36,0.000000,2.7181,0.6185,4.53106,4.47537
c=A dc=0 h=A dh=+ L=A dL=0 preo=A,emergencia,36,0.000000,4.3265,0.9845,1.64165,1.69514
c=A dc=+ h=B dh=0 L=B dL=- preo=A,emergencia,36,0.000027,1.6357,0.3722,3.27676,5.47490
c=A dc=0 h=M dh=- L=B dL=+ preo=B,emergencia,36,0.000000,0.0045,0.0010,11.89492,12.22370
c=B dc=0 h=M dh=- L=B dL=0 preo=A,calma,35,0.000000,0.0502,0.0114,9.74432,9.62402
c=M dc=+ h=M dh=- L=B dL=+ preo=A,prop_rapida,35,0.000000,0.0564,0.0128,7.86347,9.52829
c=B dc=- h=A dh=0 L=M dL=0 preo=B,emergencia,35,0.000000,0.0026,0.0006,8.61846,13.94993
c=M dc=+ h=A dh=+ L=B dL=+ preo=B,emergencia,35,0.000000,0.0081,0.0018,11.73992,11.60040
c=A dc=+ h=B dh=0 L=M dL=- preo=M,emergencia,35,0.000000,0.1273,0.0290,8.69419,8.59693
c=B dc=- h=B dh=+ L=A dL=0 preo=A,calma,35,0.000000,0.0680,0.0155,9.40706,9.29093
c=A dc=+ h=B dh=- L=A dL=+ preo=M,emergencia,35,0.000000,0.2585,0.0588,3.41621,8.55657
c=A dc=0 h=M dh=- L=B dL=+ preo=M,emergencia,35,0.000000,0.0366,0.0083,10.08870,9.97022
c=A dc=+ h=A dh=+ L=M dL=- preo=M,emergencia,35,0.000000,4.2301,0.9626,1.78176,2.29434
c=M dc=+ h=B dh=0 L=B dL=0 preo=M,prop_rapida,35,0.000000,0.0065,0.0015,11.98028,11.83237
c=A dc=0 h=M dh=0 L=B dL=0 preo=B,emergencia,35,0.000000,1.5099,0.3436,5.62385,5.55943
c=M dc=0 h=A dh=0 L=A dL=0 preo=A,emergencia,34,0.000000,4.3682,0.9940,1.13930,1.17355
c=A dc=+ h=A dh=- L=B dL=+ preo=B,emergencia,34,0.000000,3.7305,0.8489,3.38671,3.42025
c=B dc=- h=M dh=+ L=A dL=- preo=A,calma,33,0.000000,0.2109,0.0480,7.02146,8.03722
c=A dc=0 h=M dh=0 L=B dL=0 preo=A,emergencia,33,0.000000,4.3742,0.9954,0.00000,0.10497
c=M dc=+ h=M dh=+ L=M dL=+ preo=A,prop_rapida,33,0.000000,0.6429,0.1463,5.15673,6.73792
c=A dc=+ h=M dh=- L=A dL=+ preo=M,emergencia,33,0.000000,0.1800,0.0410,8.30963,8.20705
c=A dc=0 h=M dh=0 L=B dL=+ preo=M,emergencia,33,0.000000,0.0059,0.0013,12.07996,11.94450
c=B dc=0 h=A dh=+ L=A dL=- preo=M,emergencia,33,0.000000,0.0160,0.0036,7.22708,11.30304
c=B dc=0 h=B dh=+ L=M dL=0 preo=M,calma,33,0.000000,0.0006,0.0001,10.13658,15.88101
c=A dc=- h=A dh=- L=B dL=- preo=B,emergencia,32,0.000000,4.0756,0.9274,2.76510,2.79620
c=A dc=+ h=B dh=0 L=B dL=0 preo=M,emergencia,32,0.000027,0.7112,0.1618,3.46700,6.74324
c=M dc=0 h=B dh=- L=B dL=- preo=A,calma,32,0.000027,0.5315,0.1210,7.02972,6.94764
c=M dc=0 h=B dh=- L=B dL=+ preo=M,calma,32,0.000000,0.0334,0.0076,5.68786,11.94854
c=M dc=+ h=B dh=+ L=A dL=0 preo=B,prop_rapida,32,0.000000,0.0029,0.0007,8.18457,14.99251
c=M dc=0 h=A dh=- L=M dL=+ preo=B,emergencia,32,0.000000,0.0184,0.0042,10.84188,10.71576
c=M dc=+ h=B dh=+ L=M dL=0 preo=M,prop_rapida,32,0.000027,0.0013,0.0003,13.73329,13.56942
c=M dc=- h=A dh=0 L=B dL=- preo=M,emergencia,32,0.000000,0.3934,0.0895,7.39621,7.30691
c=M dc=+ h=B dh=0 L=A dL=0 preo=B,prop_rapida,32,0.000000,0.0018,0.0004,13.38832,13.22303
c=A dc=0 h=B dh=0 L=B dL=+ preo=M,emergencia,32,0.000000,3.6691,0.8349,3.54285,3.50334
c=B dc=- h=B dh=0 L=M dL=- preo=A,calma,32,0.000000,0.0927,0.0211,9.05982,8.94850
c=M dc=+ h=A dh=+ L=A dL=+ preo=B,emergencia,32,0.000000,0.0787,0.0179,4.61974,10.33464
c=A dc=- h=A dh=0 L=M dL=+ preo=M,emergencia,32,0.000000,4.3652,0.9933,0.27893,0.45790
c=A dc=+ h=B dh=0 L=B dL=+ preo=M,emergencia,32,0.000000,0.3998,0.0910,3.90628,7.68824
c=A dc=0 h=A dh=+ L=M dL=0 preo=B,emergencia,32,0.000000,4.3673,0.9938,0.74947,0.87406
c=B dc=0 h=A dh=+ L=B dL=0 preo=A,emergencia,31,0.000000,2.6166,0.5954,3.21970,4.57501
c=M dc=0 h=M dh=0 L=B dL=- preo=A,calma,31,0.000000,0.7898,0.1797,6.53272,6.45453
c=A dc=- h=B dh=- L=B dL=- preo=M,emergencia,31,0.000000,0.1995,0.0454,4.77183,8.33055
c=M dc=- h=A dh=+ L=B dL=+ preo=A,emergencia,31,0.000000,4.3097,0.9807,1.81703,1.87547
c=A dc=- h=B dh=- L=M dL=- preo=B,emergencia,31,0.000000,0.0397,0.0090,5.12614,12.37173
c=B dc=0 h=M dh=0 L=B dL=0 preo=M,calma,31,0.000000,0.0005,0.0001,14.76667,14.58783
c=B dc=0 h=B dh=0 L=M dL=0 preo=M,calma,31,0.000000,0.0030,0.0007,8.16128,14.87515
c=A dc=- h=A dh=0 L=B dL=- preo=M,emergencia,31,0.000000,4.3743,0.9954,0.36814,0.47760
c=M dc=- h=M dh=- L=M dL=- preo=A,calma,31,0.000000,0.3189,0.0726,7.61141,7.55604
c=B dc=- h=M dh=+ L=M dL=0 preo=A,calma,30,0.000000,1.0983,0.2499,2.65005,6.18860
c=A dc=0 h=B dh=0 L=B dL=0 preo=M,emergencia,30,0.000137,0.1368,0.0311,8.61962,8.51530
c=B dc=- h=A dh=- L=M dL=0 preo=B,emergencia,30,0.000000,0.0057,0.0013,8.22785,12.49410
c=M dc=0 h=A dh=- L=A dL=0 preo=B,emergencia,30,0.000000,0.1896,0.0431,3.68011,9.07573
c=M dc=+ h=A dh=0 L=M dL=+ preo=M,emergencia,30,0.000000,0.2330,0.0530,3.77521,8.62047
c=A dc=0 h=M dh=- L=M dL=+ preo=A,emergencia,30,0.000000,4.3904,0.9991,0.00000,0.06210
c=B dc=+ h=A dh=0 L=M dL=+ preo=M,emergencia,30,0.000000,0.0578,0.0132,5.30998,10.22328
c=A dc=- h=B dh=- L=A dL=+ preo=A,emergencia,30,0.000000,2.0693,0.4709,5.08207,5.03808
c=B dc=0 h=A dh=0 L=A dL=- preo=M,emergencia,30,0.000000,0.0494,0.0112,9.75887,9.64114
c=A dc=0 h=M dh=+ L=B dL=0 preo=B,emergencia,30,0.000000,0.0949,0.0216,4.82542,9.57618
c=B dc=+ h=B dh=+ L=A dL=+ preo=M,prop_lenta,29,0.000027,0.0175,0.0040,7.18635,13.89418
c=A dc=- h=A dh=- L=M dL=+ preo=M,emergencia,29,0.000000,3.9663,0.9026,2.96642,3.03103
c=A dc=0 h=A dh=- L=M dL=+ preo=B,emergencia,29,0.000000,4.3254,0.9843,1.72816,1.76776
c=M dc=0 h=B dh=0 L=B dL=0 preo=A,calma,29,0.000164,0.3731,0.0849,7.45544,7.36961
c=A dc=0 h=M dh=0 L=B dL=+ preo=A,emergencia,29,0.000000,4.3790,0.9965,0.20486,0.29701
c=A dc=- h=M dh=+ L=B dL=0 preo=A,emergencia,29,0.000000,4.3622,0.9927,0.00000,0.16445
c=M dc=+ h=A dh=+ L=B dL=+ preo=A,emergencia,29,0.000000,4.1725,0.9495,2.48603,2.52414
c=M dc=+ h=M dh=+ L=B dL=+ preo=A,prop_rapida,29,0.000000,0.3781,0.0861,5.02922,7.42442
c=M dc=0 h=A dh=0 L=B dL=0 preo=A,emergencia,29,0.000000,4.2736,0.9725,2.10477,2.11699
c=M dc=0 h=M dh=- L=B dL=0 preo=M,calma,29,0.000000,0.0855,0.0195,9.13483,9.03955
c=A dc=- h=M dh=+ L=B dL=+ preo=A,emergencia,29,0.000000,4.3622,0.9927,0.00000,0.18675
c=A dc=- h=M dh=+ L=A dL=0 preo=M,emergencia,28,0.000000,2.2589,0.5140,0.04262,4.58916
c=M dc=- h=M dh=0 L=M dL=+ preo=A,calma,28,0.000000,0.2751,0.0626,7.80787,7.72462
c=A dc=0 h=B dh=+ L=B dL=+ preo=A,emergencia,28,0.000000,0.9970,0.2269,6.20278,6.15164
c=M dc=+ h=A dh=+ L=B dL=0 preo=M,emergencia,28,0.000000,0.0507,0.0115,9.71945,9.61440
c=M dc=+ h=M dh=- L=M dL=- preo=A,prop_rapida,28,0.000000,0.0279,0.0063,10.37400,10.26616
c=B dc=+ h=M dh=0 L=B dL=0 preo=A,prop_lenta,28,0.000000,0.2540,0.0578,7.91274,7.81505
c=A dc=- h=B dh=+ L=B dL=+ preo=M,emergencia,28,0.000000,0.0256,0.0058,10.47935,10.35902
c=M dc=- h=M dh=- L=B dL=+ preo=M,calma,28,0.000000,0.0694,0.0158,4.88975,10.27321
c=A dc=+ h=A dh=+ L=M dL=+ preo=B,emergencia,28,0.000000,4.3697,0.9944,0.81801,0.91572
c=A dc=0 h=A dh=+ L=M dL=+ preo=M,emergencia,28,0.000000,4.3593,0.9920,1.31679,1.35493
c=A dc=- h=A dh=0 L=M dL=0 preo=B,emergencia,28,0.000000,4.3825,0.9973,0.36554,0.44929
c=A dc=- h=B dh=- L=B dL=+ preo=M,emergencia,27,0.000000,0.2156,0.0491,8.09548,8.00273
c=A dc=0 h=M dh=+ L=M dL=0 preo=M,emergencia,27,0.000000,0.0568,0.0129,9.60044,9.48860
c=M dc=+ h=M dh=+ L=A dL=0 preo=B,prop_rapida,27,0.000000,0.0033,0.0007,12.71628,12.55929
c=B dc=- h=M dh=+ L=A dL=0 preo=A,calma,27,0.000000,0.0158,0.0036,11.01143,10.87653
c=M dc=+ h=A dh=+ L=A dL=+ preo=A,emergencia,27,0.000000,4.3278,0.9848,1.79064,1.77674
c=B dc=0 h=M dh=+ L=B dL=0 preo=M,calma,27,0.000000,0.0013,0.0003,13.75359,13.58379
c=A dc=0 h=B dh=+ L=B dL=+ preo=M,emergencia,27,0.000000,0.3433,0.0781,7.54472,7.46786
c=A dc=- h=B dh=0 L=A dL=- preo=M,emergencia,27,0.000000,0.3037,0.0691,3.94257,7.93928
c=A dc=+ h=M dh=- L=M dL=- preo=B,emergencia,26,0.000000,0.1246,0.0284,3.92452,10.09794
c=A dc=- h=A dh=0 L=B dL=+ preo=B,emergencia,26,0.000000,4.3730,0.9951,0.74678,0.84102
c=A dc=- h=M dh=0 L=M dL=+ preo=A,emergencia,26,0.000000,4.3897,0.9989,0.00608,0.06699
c=A dc=- h=B dh=+ L=B dL=0 preo=B,emergencia,26,0.000000,0.4350,0.0990,7.27735,7.18751
c=M dc=+ h=A dh=0 L=B dL=+ preo=A,emergencia,26,0.000000,4.3840,0.9976,0.00000,0.09462
c=M dc=+ h=B dh=+ L=A dL=+ preo=M,prop_rapida,26,0.000027,0.0037,0.0008,8.84262,12.89574
c=B dc=+ h=M dh=- L=A dL=0 preo=A,prop_lenta,26,0.000000,0.2192,0.0499,8.07940,7.98419
c=A dc=0 h=A dh=+ L=B dL=+ preo=M,emergencia,26,0.000000,4.2439,0.9657,2.14799,2.21879
c=A dc=0 h=B dh=- L=B dL=0 preo=M,emergencia,26,0.000000,0.0146,0.0033,8.80869,11.03454
c=M dc=- h=M dh=+ L=B dL=+ preo=M,calma,26,0.000000,0.0880,0.0200,4.85724,9.71216
c=A dc=- h=B dh=- L=A dL=0 preo=B,emergencia,26,0.000000,0.0116,0.0026,11.34648,11.20899
c=A dc=- h=B dh=- L=B dL=- preo=B,emergencia,26,0.000000,0.0124,0.0028,7.10895,11.89226
c=M dc=0 h=B dh=+ L=B dL=+ preo=A,calma,26,0.000000,0.3122,0.0711,3.90511,7.90718
c=A dc=+ h=B dh=+ L=M dL=- preo=A,emergencia,26,0.000000,4.3857,0.9980,0.12112,0.18929
c=M dc=0 h=M dh=+ L=A dL=+ preo=A,calma,26,0.000000,2.7467,0.6250,4.49982,4.45073
c=M dc=+ h=A dh=- L=A dL=0 preo=A,emergencia,26,0.000000,3.8915,0.8856,3.18545,3.17181
c=B dc=+ h=A dh=0 L=M dL=0 preo=B,emergencia,25,0.000000,0.0009,0.0002,12.79208,13.97775
c=M dc=+ h=M dh=0 L=B dL=0 preo=A,prop_rapida,25,0.000000,0.0520,0.0118,9.70114,9.58459
c=A dc=+ h=A dh=+ L=M dL=0 preo=B,emergencia,25,0.000000,3.4856,0.7932,3.72810,3.73118
c=A dc=- h=A dh=- L=M dL=0 preo=B,emergencia,25,0.000000,4.3864,0.9982,0.09324,0.14597
c=A dc=+ h=M dh=- L=M dL=0 preo=M,emergencia,25,0.000000,0.1596,0.0363,8.44217,8.34296
c=A dc=+ h=A dh=- L=B dL=+ preo=M,emergencia,25,0.000000,4.3820,0.9972,0.47130,0.72269
c=M dc=0 h=A dh=- L=M dL=0 preo=B,emergencia,25,0.000000,0.1381,0.0314,8.61120,8.50489
c=A dc=0 h=M dh=- L=B dL=- preo=A,emergencia,24,0.000000,4.3842,0.9977,0.70568,0.75087
c=A dc=0 h=B dh=0 L=M dL=0 preo=M,emergencia,24,0.000000,0.3367,0.0766,7.57789,7.48959
c=A dc=+ h=M dh=+ L=B dL=+ preo=A,emergencia,24,0.000000,4.1762,0.9503,2.47358,2.51100
c=A dc=0 h=M dh=- L=B dL=- preo=B,emergencia,24,0.000000,0.0292,0.0067,6.65552,10.59105
c=M dc=- h=A dh=+ L=B dL=- preo=B,emergencia,24,0.000000,0.1212,0.0276,8.75841,8.65028
c=B dc=0 h=A dh=+ L=A dL=0 preo=M,emergencia,24,0.000000,0.0011,0.0002,13.93176,13.75977
c=A dc=+ h=B dh=- L=B dL=+ preo=A,emergencia,24,0.000000,0.4469,0.1017,4.31217,7.28389
c=B dc=- h=M dh=- L=B dL=+ preo=A,calma,24,0.000000,0.2094,0.0476,6.61317,8.05959
c=B dc=+ h=B dh=+ L=M dL=0 preo=M,prop_lenta,24,0.000000,0.0067,0.0015,11.94209,11.79466
c=B dc=0 h=M dh=+ L=M dL=0 preo=A,calma,24,0.000000,1.3483,0.3068,5.79945,5.72785
c=A dc=+ h=A dh=- L=M dL=+ preo=B,emergencia,24,0.000000,3.8529,0.8768,3.22609,3.23571
c=B dc=- h=M dh=- L=B dL=0 preo=M,calma,23,0.000000,0.0069,0.0016,7.27827,13.52152
c=A dc=+ h=M dh=+ L=M dL=0 preo=M,emergencia,23,0.000000,0.0254,0.0058,10.48853,10.36815
c=A dc=- h=M dh=+ L=B dL=+ preo=M,emergencia,23,0.000000,0.0316,0.0072,10.24417,10.12770
c=A dc=0 h=B dh=- L=M dL=0 preo=M,emergencia,23,0.000000,0.3886,0.0884,7.40064,7.32206
c=M dc=0 h=A dh=0 L=A dL=- preo=B,emergencia,23,0.000000,0.2783,0.0633,7.80638,7.71001
c=A dc=0 h=A dh=0 L=A dL=0 preo=M,emergencia,23,0.000000,4.3845,0.9977,0.49091,0.51975
c=A dc=0 h=A dh=0 L=A dL=- preo=M,emergencia,23,0.000000,4.3892,0.9988,0.00000,0.02978
c=M dc=0 h=M dh=0 L=M dL=+ preo=A,calma,23,0.000000,1.9224,0.4375,3.39086,5.19008
c=M dc=+ h=B dh=0 L=M dL=+ preo=A,prop_rapida,23,0.000027,0.5836,0.1328,3.37094,7.06379
c=A dc=+ h=A dh=+ L=M dL=+ preo=M,emergencia,23,0.000000,4.2382,0.9644,2.26240,2.28226
c=A dc=- h=B dh=0 L=M dL=- preo=M,emergencia,23,0.000000,0.1389,0.0316,4.45296,9.07631
c=A dc=- h=B dh=- L=B dL=0 preo=B,emergencia,23,0.000000,0.0015,0.0003,13.53619,13.36907
