estado,fase,mejor_accion,work,school,ptrans,conf,coste,Q_max,visitas
c=M dc=+ h=M dh=- L=A dL=- preo=B,prop_rapida,"(1, 2, 0, 1)",1,2,0,1,5.0,14.7396,69
c=M dc=+ h=M dh=- L=A dL=- preo=M,prop_rapida,"(0, 0, 1, 2)",0,0,1,2,5.0,10.7456,13
c=M dc=+ h=M dh=- L=A dL=- preo=A,prop_rapida,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=M dc=+ h=M dh=- L=A dL=0 preo=B,prop_rapida,"(1, 2, 2, 1)",1,2,2,1,7.0,12.7964,20
c=M dc=+ h=M dh=- L=A dL=0 preo=M,prop_rapida,"(1, 2, 1, 2)",1,2,1,2,8.0,9.7711,3
c=M dc=+ h=M dh=- L=A dL=0 preo=A,prop_rapida,"(2, 1, 1, 0)",2,1,1,0,4.0,4.1377,2
c=M dc=+ h=M dh=- L=A dL=+ preo=B,prop_rapida,"(0, 1, 1, 1)",0,1,1,1,4.0,14.1197,1052
c=M dc=+ h=M dh=- L=A dL=+ preo=M,prop_rapida,"(0, 1, 0, 1)",0,1,0,1,3.0,11.8095,192
c=M dc=+ h=M dh=- L=A dL=+ preo=A,prop_rapida,"(2, 1, 1, 1)",2,1,1,1,6.0,0.5369,10
c=M dc=+ h=M dh=0 L=B dL=- preo=B,prop_rapida,"(2, 2, 2, 2)",2,2,2,2,10.0,16.6136,233442
c=M dc=+ h=M dh=0 L=B dL=- preo=M,prop_rapida,"(2, 2, 1, 2)",2,2,1,2,9.0,13.3867,4263
c=M dc=+ h=M dh=0 L=B dL=- preo=A,prop_rapida,"(2, 2, 1, 1)",2,2,1,1,7.0,8.5341,138
c=M dc=+ h=M dh=0 L=B dL=0 preo=B,prop_rapida,"(1, 1, 2, 1)",1,1,2,1,6.0,14.6921,450
c=M dc=+ h=M dh=0 L=B dL=0 preo=M,prop_rapida,"(0, 2, 2, 1)",0,2,2,1,6.0,12.0794,220
c=M dc=+ h=M dh=0 L=B dL=0 preo=A,prop_rapida,"(2, 2, 1, 1)",2,2,1,1,7.0,9.7011,25
c=M dc=+ h=M dh=0 L=B dL=+ preo=B,prop_rapida,"(0, 2, 0, 2)",0,2,0,2,6.0,14.0384,1349
c=M dc=+ h=M dh=0 L=B dL=+ preo=M,prop_rapida,"(0, 2, 1, 0)",0,2,1,0,3.0,9.7193,74
c=M dc=+ h=M dh=0 L=B dL=+ preo=A,prop_rapida,"(1, 2, 2, 0)",1,2,2,0,5.0,6.0588,12
c=M dc=+ h=M dh=0 L=M dL=- preo=B,prop_rapida,"(1, 2, 2, 2)",1,2,2,2,9.0,15.7235,1231
c=M dc=+ h=M dh=0 L=M dL=- preo=M,prop_rapida,"(2, 1, 1, 2)",2,1,1,2,8.0,13.1486,554
c=M dc=+ h=M dh=0 L=M dL=- preo=A,prop_rapida,"(0, 0, 0, 1)",0,0,0,1,2.0,6.7320,6
c=M dc=+ h=M dh=0 L=M dL=0 preo=B,prop_rapida,"(0, 0, 0, 1)",0,0,0,1,2.0,14.2805,175
c=M dc=+ h=M dh=0 L=M dL=0 preo=M,prop_rapida,"(2, 2, 0, 1)",2,2,0,1,6.0,11.2250,102
c=M dc=+ h=M dh=0 L=M dL=0 preo=A,prop_rapida,"(1, 2, 0, 1)",1,2,0,1,5.0,5.3333,3
c=M dc=+ h=M dh=0 L=M dL=+ preo=B,prop_rapida,"(1, 2, 0, 0)",1,2,0,0,3.0,14.8049,2076
c=M dc=+ h=M dh=0 L=M dL=+ preo=M,prop_rapida,"(0, 2, 1, 0)",0,2,1,0,3.0,11.4506,137
c=M dc=+ h=M dh=0 L=M dL=+ preo=A,prop_rapida,"(1, 2, 1, 2)",1,2,1,2,8.0,7.3979,8
c=M dc=+ h=M dh=0 L=A dL=- preo=B,prop_rapida,"(2, 2, 0, 1)",2,2,0,1,6.0,13.8024,63
c=M dc=+ h=M dh=0 L=A dL=- preo=M,prop_rapida,"(0, 0, 1, 1)",0,0,1,1,3.0,9.6644,3
c=M dc=+ h=M dh=0 L=A dL=- preo=A,prop_rapida,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=M dc=+ h=M dh=0 L=A dL=0 preo=B,prop_rapida,"(2, 0, 2, 2)",2,0,2,2,8.0,13.1704,9
c=M dc=+ h=M dh=0 L=A dL=0 preo=M,prop_rapida,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,1
c=M dc=+ h=M dh=0 L=A dL=0 preo=A,prop_rapida,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=M dc=+ h=M dh=0 L=A dL=+ preo=B,prop_rapida,"(2, 0, 1, 1)",2,0,1,1,5.0,13.9371,718
c=M dc=+ h=M dh=0 L=A dL=+ preo=M,prop_rapida,"(0, 0, 2, 2)",0,0,2,2,6.0,10.4275,65
c=M dc=+ h=M dh=0 L=A dL=+ preo=A,prop_rapida,"(0, 2, 0, 1)",0,2,0,1,4.0,0.5738,2
c=M dc=+ h=M dh=+ L=B dL=- preo=B,prop_rapida,"(2, 2, 2, 2)",2,2,2,2,10.0,16.6372,678853
c=M dc=+ h=M dh=+ L=B dL=- preo=M,prop_rapida,"(1, 2, 2, 2)",1,2,2,2,9.0,12.9141,6811
c=M dc=+ h=M dh=+ L=B dL=- preo=A,prop_rapida,"(2, 1, 2, 0)",2,1,2,0,5.0,5.0705,479
c=M dc=+ h=M dh=+ L=B dL=0 preo=B,prop_rapida,"(0, 2, 2, 2)",0,2,2,2,8.0,15.4424,1007
c=M dc=+ h=M dh=+ L=B dL=0 preo=M,prop_rapida,"(2, 1, 2, 1)",2,1,2,1,7.0,13.0372,294
c=M dc=+ h=M dh=+ L=B dL=0 preo=A,prop_rapida,"(1, 1, 1, 1)",1,1,1,1,5.0,2.7125,79
c=M dc=+ h=M dh=+ L=B dL=+ preo=B,prop_rapida,"(2, 2, 1, 2)",2,2,1,2,9.0,16.3556,2935
c=M dc=+ h=M dh=+ L=B dL=+ preo=M,prop_rapida,"(2, 2, 2, 1)",2,2,2,1,8.0,12.8993,75
c=M dc=+ h=M dh=+ L=B dL=+ preo=A,prop_rapida,"(2, 1, 2, 1)",2,1,2,1,7.0,7.5487,29
c=M dc=+ h=M dh=+ L=M dL=- preo=B,prop_rapida,"(1, 1, 0, 0)",1,1,0,0,2.0,14.8313,2977
c=M dc=+ h=M dh=+ L=M dL=- preo=M,prop_rapida,"(2, 2, 2, 2)",2,2,2,2,10.0,13.4169,1035
c=M dc=+ h=M dh=+ L=M dL=- preo=A,prop_rapida,"(1, 0, 2, 0)",1,0,2,0,3.0,6.3072,8
c=M dc=+ h=M dh=+ L=M dL=0 preo=B,prop_rapida,"(2, 2, 0, 0)",2,2,0,0,4.0,14.5940,304
c=M dc=+ h=M dh=+ L=M dL=0 preo=M,prop_rapida,"(2, 2, 0, 2)",2,2,0,2,8.0,13.3323,167
c=M dc=+ h=M dh=+ L=M dL=0 preo=A,prop_rapida,"(1, 1, 1, 2)",1,1,1,2,7.0,6.1095,9
c=M dc=+ h=M dh=+ L=M dL=+ preo=B,prop_rapida,"(2, 2, 1, 1)",2,2,1,1,7.0,15.7910,3705
c=M dc=+ h=M dh=+ L=M dL=+ preo=M,prop_rapida,"(0, 2, 1, 0)",0,2,1,0,3.0,10.8673,245
c=M dc=+ h=M dh=+ L=M dL=+ preo=A,prop_rapida,"(0, 2, 2, 0)",0,2,2,0,4.0,6.8339,33
c=M dc=+ h=M dh=+ L=A dL=- preo=B,prop_rapida,"(2, 1, 0, 0)",2,1,0,0,3.0,13.8139,109
c=M dc=+ h=M dh=+ L=A dL=- preo=M,prop_rapida,"(2, 1, 1, 1)",2,1,1,1,6.0,10.8119,9
c=M dc=+ h=M dh=+ L=A dL=- preo=A,prop_rapida,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=M dc=+ h=M dh=+ L=A dL=0 preo=B,prop_rapida,"(0, 1, 2, 1)",0,1,2,1,5.0,12.7163,27
c=M dc=+ h=M dh=+ L=A dL=0 preo=M,prop_rapida,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=M dc=+ h=M dh=+ L=A dL=0 preo=A,prop_rapida,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=M dc=+ h=M dh=+ L=A dL=+ preo=B,prop_rapida,"(1, 1, 2, 2)",1,1,2,2,8.0,14.4868,1262
c=M dc=+ h=M dh=+ L=A dL=+ preo=M,prop_rapida,"(0, 0, 1, 1)",0,0,1,1,3.0,11.6680,82
c=M dc=+ h=M dh=+ L=A dL=+ preo=A,prop_rapida,"(1, 2, 1, 1)",1,2,1,1,6.0,0.9543,2
c=M dc=+ h=A dh=- L=B dL=- preo=B,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,12.1089,1014
c=M dc=+ h=A dh=- L=B dL=- preo=M,emergencia,"(2, 2, 0, 1)",2,2,0,1,6.0,9.0487,680
c=M dc=+ h=A dh=- L=B dL=- preo=A,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,3.9880,2706
c=M dc=+ h=A dh=- L=B dL=0 preo=B,emergencia,"(2, 0, 2, 0)",2,0,2,0,4.0,5.7012,7
c=M dc=+ h=A dh=- L=B dL=0 preo=M,emergencia,"(0, 2, 1, 1)",0,2,1,1,5.0,9.0525,9
c=M dc=+ h=A dh=- L=B dL=0 preo=A,emergencia,"(2, 2, 0, 0)",2,2,0,0,4.0,3.1295,233
c=M dc=+ h=A dh=- L=B dL=+ preo=B,emergencia,"(2, 1, 1, 2)",2,1,1,2,8.0,8.8106,14
c=M dc=+ h=A dh=- L=B dL=+ preo=M,emergencia,"(2, 2, 1, 1)",2,2,1,1,7.0,6.1189,12
c=M dc=+ h=A dh=- L=B dL=+ preo=A,emergencia,"(1, 2, 2, 1)",1,2,2,1,7.0,3.5858,192
c=M dc=+ h=A dh=- L=M dL=- preo=B,emergencia,"(1, 2, 1, 0)",1,2,1,0,4.0,8.3979,129
c=M dc=+ h=A dh=- L=M dL=- preo=M,emergencia,"(2, 2, 0, 2)",2,2,0,2,8.0,9.2283,216
c=M dc=+ h=A dh=- L=M dL=- preo=A,emergencia,"(1, 2, 2, 2)",1,2,2,2,9.0,3.3985,452
c=M dc=+ h=A dh=- L=M dL=0 preo=B,emergencia,"(1, 2, 2, 0)",1,2,2,0,5.0,11.2703,13
c=M dc=+ h=A dh=- L=M dL=0 preo=M,emergencia,"(2, 0, 2, 2)",2,0,2,2,8.0,8.1015,6
c=M dc=+ h=A dh=- L=M dL=0 preo=A,emergencia,"(2, 1, 0, 1)",2,1,0,1,5.0,2.3126,140
c=M dc=+ h=A dh=- L=M dL=+ preo=B,emergencia,"(1, 0, 1, 0)",1,0,1,0,2.0,10.8179,56
c=M dc=+ h=A dh=- L=M dL=+ preo=M,emergencia,"(2, 1, 0, 0)",2,1,0,0,3.0,9.1408,45
c=M dc=+ h=A dh=- L=M dL=+ preo=A,emergencia,"(2, 0, 2, 2)",2,0,2,2,8.0,3.8610,322
c=M dc=+ h=A dh=- L=A dL=- preo=B,emergencia,"(0, 0, 2, 2)",0,0,2,2,6.0,8.3750,8
c=M dc=+ h=A dh=- L=A dL=- preo=M,emergencia,"(1, 2, 1, 2)",1,2,1,2,8.0,4.6511,2
c=M dc=+ h=A dh=- L=A dL=- preo=A,emergencia,"(1, 2, 0, 1)",1,2,0,1,5.0,3.0845,64
c=M dc=+ h=A dh=- L=A dL=0 preo=B,emergencia,"(1, 0, 2, 0)",1,0,2,0,3.0,6.1096,5
c=M dc=+ h=A dh=- L=A dL=0 preo=M,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=M dc=+ h=A dh=- L=A dL=0 preo=A,emergencia,"(2, 2, 1, 2)",2,2,1,2,9.0,3.1854,26
c=M dc=+ h=A dh=- L=A dL=+ preo=B,emergencia,"(0, 1, 1, 1)",0,1,1,1,4.0,11.2805,41
c=M dc=+ h=A dh=- L=A dL=+ preo=M,emergencia,"(2, 1, 2, 2)",2,1,2,2,9.0,8.6327,94
c=M dc=+ h=A dh=- L=A dL=+ preo=A,emergencia,"(2, 0, 2, 1)",2,0,2,1,6.0,3.1122,102
c=M dc=+ h=A dh=0 L=B dL=- preo=B,emergencia,"(2, 2, 1, 1)",2,2,1,1,7.0,12.8156,728
c=M dc=+ h=A dh=0 L=B dL=- preo=M,emergencia,"(2, 2, 0, 2)",2,2,0,2,8.0,10.1140,448
c=M dc=+ h=A dh=0 L=B dL=- preo=A,emergencia,"(0, 2, 2, 2)",0,2,2,2,8.0,2.9810,1073
c=M dc=+ h=A dh=0 L=B dL=0 preo=B,emergencia,"(0, 0, 1, 2)",0,0,1,2,5.0,4.0637,1
c=M dc=+ h=A dh=0 L=B dL=0 preo=M,emergencia,"(1, 1, 1, 1)",1,1,1,1,5.0,8.1417,4
c=M dc=+ h=A dh=0 L=B dL=0 preo=A,emergencia,"(1, 2, 1, 0)",1,2,1,0,4.0,2.0446,39
c=M dc=+ h=A dh=0 L=B dL=+ preo=B,emergencia,"(2, 2, 0, 1)",2,2,0,1,6.0,12.9662,8
c=M dc=+ h=A dh=0 L=B dL=+ preo=M,emergencia,"(1, 1, 1, 2)",1,1,1,2,7.0,6.9111,8
c=M dc=+ h=A dh=0 L=B dL=+ preo=A,emergencia,"(0, 0, 0, 2)",0,0,0,2,4.0,0.0000,26
c=M dc=+ h=A dh=0 L=M dL=- preo=B,emergencia,"(1, 2, 0, 2)",1,2,0,2,7.0,11.0973,61
c=M dc=+ h=A dh=0 L=M dL=- preo=M,emergencia,"(1, 2, 2, 2)",1,2,2,2,9.0,12.1725,161
c=M dc=+ h=A dh=0 L=M dL=- preo=A,emergencia,"(2, 2, 2, 1)",2,2,2,1,8.0,3.1402,266
c=M dc=+ h=A dh=0 L=M dL=0 preo=B,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=M dc=+ h=A dh=0 L=M dL=0 preo=M,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,12.4598,11
c=M dc=+ h=A dh=0 L=M dL=0 preo=A,emergencia,"(0, 1, 1, 0)",0,1,1,0,2.0,4.3891,40
c=M dc=+ h=A dh=0 L=M dL=+ preo=B,emergencia,"(2, 1, 1, 0)",2,1,1,0,4.0,7.7812,43
c=M dc=+ h=A dh=0 L=M dL=+ preo=M,emergencia,"(2, 1, 1, 2)",2,1,1,2,8.0,8.8229,30
c=M dc=+ h=A dh=0 L=M dL=+ preo=A,emergencia,"(1, 1, 1, 1)",1,1,1,1,5.0,2.8090,98
c=M dc=+ h=A dh=0 L=A dL=- preo=B,emergencia,"(0, 1, 1, 0)",0,1,1,0,2.0,8.7098,5
c=M dc=+ h=A dh=0 L=A dL=- preo=M,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=M dc=+ h=A dh=0 L=A dL=- preo=A,emergencia,"(0, 2, 0, 2)",0,2,0,2,6.0,2.4297,17
c=M dc=+ h=A dh=0 L=A dL=0 preo=B,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=M dc=+ h=A dh=0 L=A dL=0 preo=M,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=M dc=+ h=A dh=0 L=A dL=0 preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,4
c=M dc=+ h=A dh=0 L=A dL=+ preo=B,emergencia,"(0, 0, 2, 2)",0,0,2,2,6.0,8.9818,16
c=M dc=+ h=A dh=0 L=A dL=+ preo=M,emergencia,"(1, 1, 1, 0)",1,1,1,0,3.0,8.2676,49
c=M dc=+ h=A dh=0 L=A dL=+ preo=A,emergencia,"(2, 2, 1, 2)",2,2,1,2,9.0,3.6976,19
c=M dc=+ h=A dh=+ L=B dL=- preo=B,emergencia,"(2, 1, 2, 2)",2,1,2,2,9.0,13.5104,6179
c=M dc=+ h=A dh=+ L=B dL=- preo=M,emergencia,"(2, 2, 2, 0)",2,2,2,0,6.0,8.7773,1746
c=M dc=+ h=A dh=+ L=B dL=- preo=A,emergencia,"(1, 2, 1, 2)",1,2,1,2,8.0,2.3908,1288
c=M dc=+ h=A dh=+ L=B dL=0 preo=B,emergencia,"(1, 2, 2, 0)",1,2,2,0,5.0,8.7191,9
c=M dc=+ h=A dh=+ L=B dL=0 preo=M,emergencia,"(2, 0, 2, 1)",2,0,2,1,6.0,9.7195,28
c=M dc=+ h=A dh=+ L=B dL=0 preo=A,emergencia,"(1, 2, 0, 2)",1,2,0,2,7.0,2.2270,81
c=M dc=+ h=A dh=+ L=B dL=+ preo=B,emergencia,"(2, 0, 1, 2)",2,0,1,2,7.0,11.7399,35
c=M dc=+ h=A dh=+ L=B dL=+ preo=M,emergencia,"(1, 2, 0, 1)",1,2,0,1,5.0,8.8880,20
c=M dc=+ h=A dh=+ L=B dL=+ preo=A,emergencia,"(0, 1, 2, 0)",0,1,2,0,3.0,2.4860,29
c=M dc=+ h=A dh=+ L=M dL=- preo=B,emergencia,"(2, 2, 0, 2)",2,2,0,2,8.0,8.3461,118
c=M dc=+ h=A dh=+ L=M dL=- preo=M,emergencia,"(2, 1, 2, 2)",2,1,2,2,9.0,10.3826,402
c=M dc=+ h=A dh=+ L=M dL=- preo=A,emergencia,"(0, 1, 2, 0)",0,1,2,0,3.0,2.0958,377
c=M dc=+ h=A dh=+ L=M dL=0 preo=B,emergencia,"(0, 2, 2, 1)",0,2,2,1,6.0,9.6721,14
c=M dc=+ h=A dh=+ L=M dL=0 preo=M,emergencia,"(0, 0, 0, 1)",0,0,0,1,2.0,8.9497,42
c=M dc=+ h=A dh=+ L=M dL=0 preo=A,emergencia,"(2, 2, 1, 2)",2,2,1,2,9.0,2.7431,82
c=M dc=+ h=A dh=+ L=M dL=+ preo=B,emergencia,"(2, 1, 0, 2)",2,1,0,2,7.0,8.8474,86
c=M dc=+ h=A dh=+ L=M dL=+ preo=M,emergencia,"(2, 1, 0, 2)",2,1,0,2,7.0,9.3015,69
c=M dc=+ h=A dh=+ L=M dL=+ preo=A,emergencia,"(2, 2, 2, 1)",2,2,2,1,8.0,4.2906,176
c=M dc=+ h=A dh=+ L=A dL=- preo=B,emergencia,"(1, 1, 1, 0)",1,1,1,0,3.0,11.5626,12
c=M dc=+ h=A dh=+ L=A dL=- preo=M,emergencia,"(2, 0, 1, 0)",2,0,1,0,3.0,7.5260,10
c=M dc=+ h=A dh=+ L=A dL=- preo=A,emergencia,"(1, 1, 2, 1)",1,1,2,1,6.0,1.5118,23
c=M dc=+ h=A dh=+ L=A dL=0 preo=B,emergencia,"(1, 1, 0, 0)",1,1,0,0,2.0,8.1005,7
c=M dc=+ h=A dh=+ L=A dL=0 preo=M,emergencia,"(1, 2, 2, 0)",1,2,2,0,5.0,7.8766,2
c=M dc=+ h=A dh=+ L=A dL=0 preo=A,emergencia,"(2, 2, 0, 0)",2,2,0,0,4.0,2.8463,7
c=M dc=+ h=A dh=+ L=A dL=+ preo=B,emergencia,"(2, 1, 1, 1)",2,1,1,1,6.0,10.5378,32
c=M dc=+ h=A dh=+ L=A dL=+ preo=M,emergencia,"(1, 1, 2, 2)",1,1,2,2,8.0,10.9907,81
c=M dc=+ h=A dh=+ L=A dL=+ preo=A,emergencia,"(2, 1, 1, 0)",2,1,1,0,4.0,1.7906,27
c=A dc=- h=B dh=- L=B dL=- preo=B,emergencia,"(2, 1, 2, 0)",2,1,2,0,5.0,12.1033,26
c=A dc=- h=B dh=- L=B dL=- preo=M,emergencia,"(2, 2, 2, 0)",2,2,2,0,6.0,8.4810,31
c=A dc=- h=B dh=- L=B dL=- preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,2
c=A dc=- h=B dh=- L=B dL=0 preo=B,emergencia,"(1, 0, 1, 0)",1,0,1,0,2.0,13.5362,23
c=A dc=- h=B dh=- L=B dL=0 preo=M,emergencia,"(0, 0, 2, 0)",0,0,2,0,2.0,8.5990,15
c=A dc=- h=B dh=- L=B dL=0 preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=A dc=- h=B dh=- L=B dL=+ preo=B,emergencia,"(2, 0, 2, 2)",2,0,2,2,8.0,14.7281,100
c=A dc=- h=B dh=- L=B dL=+ preo=M,emergencia,"(1, 1, 2, 1)",1,1,2,1,6.0,8.0955,27
c=A dc=- h=B dh=- L=B dL=+ preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,1
c=A dc=- h=B dh=- L=M dL=- preo=B,emergencia,"(2, 0, 0, 1)",2,0,0,1,4.0,12.6147,31
c=A dc=- h=B dh=- L=M dL=- preo=M,emergencia,"(2, 0, 0, 1)",2,0,0,1,4.0,10.6893,71
c=A dc=- h=B dh=- L=M dL=- preo=A,emergencia,"(2, 2, 0, 1)",2,2,0,1,6.0,1.8958,2
c=A dc=- h=B dh=- L=M dL=0 preo=B,emergencia,"(2, 2, 1, 2)",2,2,1,2,9.0,14.6293,8
c=A dc=- h=B dh=- L=M dL=0 preo=M,emergencia,"(2, 0, 1, 0)",2,0,1,0,3.0,9.1988,11
c=A dc=- h=B dh=- L=M dL=0 preo=A,emergencia,"(2, 0, 0, 0)",2,0,0,0,2.0,0.4953,5
c=A dc=- h=B dh=- L=M dL=+ preo=B,emergencia,"(0, 2, 0, 0)",0,2,0,0,2.0,13.7726,384
c=A dc=- h=B dh=- L=M dL=+ preo=M,emergencia,"(1, 0, 2, 2)",1,0,2,2,7.0,9.1963,155
c=A dc=- h=B dh=- L=M dL=+ preo=A,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,10.4095,15
c=A dc=- h=B dh=- L=A dL=- preo=B,emergencia,"(0, 0, 1, 0)",0,0,1,0,1.0,12.5718,53
c=A dc=- h=B dh=- L=A dL=- preo=M,emergencia,"(1, 0, 2, 1)",1,0,2,1,5.0,8.7030,37
c=A dc=- h=B dh=- L=A dL=- preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=A dc=- h=B dh=- L=A dL=0 preo=B,emergencia,"(0, 2, 0, 2)",0,2,0,2,6.0,11.3465,26
c=A dc=- h=B dh=- L=A dL=0 preo=M,emergencia,"(1, 2, 1, 1)",1,2,1,1,6.0,7.8458,13
c=A dc=- h=B dh=- L=A dL=0 preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,3
c=A dc=- h=B dh=- L=A dL=+ preo=B,emergencia,"(2, 2, 1, 2)",2,2,1,2,9.0,14.6578,2145
c=A dc=- h=B dh=- L=A dL=+ preo=M,emergencia,"(1, 2, 2, 2)",1,2,2,2,9.0,11.9554,2189
c=A dc=- h=B dh=- L=A dL=+ preo=A,emergencia,"(1, 1, 0, 2)",1,1,0,2,6.0,5.0821,30
c=A dc=- h=B dh=0 L=B dL=- preo=B,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,15.7484,17
c=A dc=- h=B dh=0 L=B dL=- preo=M,emergencia,"(2, 0, 0, 0)",2,0,0,0,2.0,9.1574,8
c=A dc=- h=B dh=0 L=B dL=- preo=A,emergencia,"(1, 1, 2, 0)",1,1,2,0,4.0,3.1458,2
c=A dc=- h=B dh=0 L=B dL=0 preo=B,emergencia,"(2, 0, 2, 2)",2,0,2,2,8.0,12.5145,14
c=A dc=- h=B dh=0 L=B dL=0 preo=M,emergencia,"(0, 1, 0, 1)",0,1,0,1,3.0,6.9009,6
c=A dc=- h=B dh=0 L=B dL=0 preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=A dc=- h=B dh=0 L=B dL=+ preo=B,emergencia,"(0, 0, 2, 0)",0,0,2,0,2.0,14.1496,61
c=A dc=- h=B dh=0 L=B dL=+ preo=M,emergencia,"(0, 1, 0, 2)",0,1,0,2,5.0,7.5183,10
c=A dc=- h=B dh=0 L=B dL=+ preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=A dc=- h=B dh=0 L=M dL=- preo=B,emergencia,"(0, 0, 1, 1)",0,0,1,1,3.0,13.2372,22
c=A dc=- h=B dh=0 L=M dL=- preo=M,emergencia,"(1, 1, 1, 2)",1,1,1,2,7.0,9.2381,23
c=A dc=- h=B dh=0 L=M dL=- preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=A dc=- h=B dh=0 L=M dL=0 preo=B,emergencia,"(2, 2, 0, 2)",2,2,0,2,8.0,15.0293,9
c=A dc=- h=B dh=0 L=M dL=0 preo=M,emergencia,"(1, 1, 2, 0)",1,1,2,0,4.0,5.0176,2
c=A dc=- h=B dh=0 L=M dL=0 preo=A,emergencia,"(0, 0, 0, 1)",0,0,0,1,2.0,0.0000,3
c=A dc=- h=B dh=0 L=M dL=+ preo=B,emergencia,"(0, 2, 0, 1)",0,2,0,1,4.0,13.3936,206
c=A dc=- h=B dh=0 L=M dL=+ preo=M,emergencia,"(1, 0, 1, 1)",1,0,1,1,4.0,9.6962,86
c=A dc=- h=B dh=0 L=M dL=+ preo=A,emergencia,"(1, 2, 2, 1)",1,2,2,1,7.0,5.3120,7
c=A dc=- h=B dh=0 L=A dL=- preo=B,emergencia,"(2, 2, 1, 2)",2,2,1,2,9.0,15.0931,57
c=A dc=- h=B dh=0 L=A dL=- preo=M,emergencia,"(1, 1, 0, 2)",1,1,0,2,6.0,8.0877,27
c=A dc=- h=B dh=0 L=A dL=- preo=A,emergencia,"(2, 1, 2, 2)",2,1,2,2,9.0,1.2551,4
c=A dc=- h=B dh=0 L=A dL=0 preo=B,emergencia,"(1, 1, 2, 1)",1,1,2,1,6.0,12.1673,10
c=A dc=- h=B dh=0 L=A dL=0 preo=M,emergencia,"(2, 0, 1, 2)",2,0,1,2,7.0,7.0657,10
c=A dc=- h=B dh=0 L=A dL=0 preo=A,emergencia,"(2, 1, 1, 2)",2,1,1,2,8.0,2.9270,1
c=A dc=- h=B dh=0 L=A dL=+ preo=B,emergencia,"(1, 2, 2, 1)",1,2,2,1,7.0,13.2550,1150
c=A dc=- h=B dh=0 L=A dL=+ preo=M,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,11.9492,989
c=A dc=- h=B dh=0 L=A dL=+ preo=A,emergencia,"(2, 2, 0, 2)",2,2,0,2,8.0,2.5975,13
c=A dc=- h=B dh=+ L=B dL=- preo=B,emergencia,"(2, 1, 2, 0)",2,1,2,0,5.0,9.7998,277
c=A dc=- h=B dh=+ L=B dL=- preo=M,emergencia,"(1, 1, 1, 2)",1,1,1,2,7.0,4.4453,124
c=A dc=- h=B dh=+ L=B dL=- preo=A,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,0.5892,430
c=A dc=- h=B dh=+ L=B dL=0 preo=B,emergencia,"(2, 0, 1, 2)",2,0,1,2,7.0,7.2774,26
c=A dc=- h=B dh=+ L=B dL=0 preo=M,emergencia,"(2, 0, 2, 2)",2,0,2,2,8.0,8.5817,7
c=A dc=- h=B dh=+ L=B dL=0 preo=A,emergencia,"(2, 2, 1, 1)",2,2,1,1,7.0,0.8645,77
c=A dc=- h=B dh=+ L=B dL=+ preo=B,emergencia,"(2, 0, 2, 2)",2,0,2,2,8.0,10.3540,184
c=A dc=- h=B dh=+ L=B dL=+ preo=M,emergencia,"(0, 2, 2, 2)",0,2,2,2,8.0,10.4793,28
c=A dc=- h=B dh=+ L=B dL=+ preo=A,emergencia,"(2, 2, 2, 1)",2,2,2,1,8.0,1.3267,107
c=A dc=- h=B dh=+ L=M dL=- preo=B,emergencia,"(0, 0, 2, 0)",0,0,2,0,2.0,13.1925,162
c=A dc=- h=B dh=+ L=M dL=- preo=M,emergencia,"(1, 1, 2, 2)",1,1,2,2,8.0,6.9936,105
